Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,GET /api/categorias,5733,5610,22,118.65456575982564,2.3560000117868185,8816.074799979106,116.28833071690215,65.82333646622219,64.41111417678466,22,34,44,52,78,110,180,5000,8600,8800,8800
GET,GET /api/marcas,5817,5691,23,122.81712360327835,2.3803000221960247,8820.58490003692,116.28261990716864,66.78778095656978,65.3411142210484,23,34,45,52,80,110,200,5100,8600,8800,8800
GET,GET /api/productos,14439,14152,22,126.35266548220967,2.049400005489588,10572.567800001707,116.34199044255142,165.7811190015319,162.48593365951098,22,34,44,52,80,110,170,5100,10000,11000,11000
GET,GET /api/provincias,2798,2734,23,175.3039098993765,2.0328000537119806,13285.404800029937,116.23874195854181,32.1251867141967,31.390371864408074,23,35,45,54,80,110,180,9200,13000,13000,13000
,Aggregated,28787,28187,22,128.8630392294241,2.0328000537119806,13285.404800029937,116.30927154618404,330.51742313852054,323.62853392175214,22,34,44,53,79,110,180,5100,10000,13000,13000
