Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,GET /api/categorias,435,381,4,220.01932505652007,1.7667000065557659,4124.054800020531,120.47586206896551,7.429528795586384,6.5072424623411775,4,5,7,9,210,1900,2900,4000,4100,4100,4100
GET,GET /api/marcas,435,376,5,242.385879080293,1.6246000304818153,4774.693799961824,118.08505747126436,7.429528795586384,6.421845579633287,5,6,7,10,1100,1900,3000,4000,4800,4800,4800
GET,GET /api/productos,1105,959,4,209.0051408137018,1.7597000114619732,4157.233299978543,138.79547511312217,18.872711078443572,16.3791221033732,4,6,8,10,870,1800,2200,3000,4100,4200,4200
GET,GET /api/provincias,219,178,4,278.4575589030947,1.9345000036992133,6006.312100042123,120.36986301369863,3.7403834626055588,3.040129024400865,4,7,10,22,1600,2000,3000,3200,6000,6000,6000
,Aggregated,2194,1894,4,224.73981303483677,1.6246000304818153,6006.312100042123,129.21786690975387,37.4721521322219,32.34833916974853,4,6,8,10,950,1900,2300,4000,4500,6000,6000
